0,148.153
1,147.747
2,59.7788
3,38.6371
4,29.8285
5,26.512
6,23.3932
7,20.6684
8,18.498
9,16.2186
10,14.874
11,13.627
12,12.4552
13,11.5903
14,10.7502
15,10.0515
16,9.49127
17,9.40894
18,9.33936
19,9.4104
20,9.39335
21,9.30514
22,9.36885
23,9.35897
24,9.13492
25,9.31225
26,9.23908
27,9.22897
28,9.2589
29,9.19234
30,9.19646
31,9.18979
32,9.19512
33,9.11598
34,9.11345
35,9.1319
36,9.06166
37,9.13782
38,9.10318
39,9.14798
40,9.08265
41,9.10579
42,9.1028
43,9.12365
44,9.09621
45,9.08188
46,9.09587
47,9.16683
48,8.79585
49,9.14054
50,9.14983
51,9.04977
52,9.13756
53,9.10211
54,9.07399
55,9.08239
56,9.09339
57,9.06464
58,9.06844
59,9.10327
60,8.67679
61,9.1286
62,9.04537
63,9.08652
